gameserver,type,key,value
gesserver,Parameter,postdetailslog,"${lgsmlogdir}/${servicename}-postdetails.log"
gesserver,Parameter,posttarget,"https://hastebin.com"
gesserver,Parameter,pushbulletalert,"off"
gesserver,Parameter,pushbullettoken,"accesstoken"
gesserver,Parameter,pushoveralert,"off"
gesserver,Parameter,pushovertoken,"accesstoken"
gesserver,Parameter,querydelay,"1"
gesserver,Parameter,servercfgdefault,"server.cfg"
gesserver,Parameter,servercfgdir,"${systemdir}/cfg"
gesserver,Parameter,servercfgfullpath,"${servercfgdir}/${servercfg}"
gesserver,Parameter,servercfg,"${servicename}.cfg"
gesserver,Parameter,sleeptime,"0.5"
gesserver,Parameter,sourcetvport,"27020"
gesserver,Parameter,steammaster,"true"
gesserver,Parameter,stoponbackup,"on"
gesserver,Parameter,systemdir,"${serverfiles}/gesource"
gesserver,Parameter,telegramalert,"off"
gesserver,Parameter,telegramchatid,""
gesserver,Parameter,telegramtoken,"accesstoken"
gesserver,Parameter,updateonstart,"off"
gmodserver,Function,fn_parms,
gmodserver,Parameter,addonsdir,"${systemdir}/addons"
gmodserver,Parameter,alertlog,"${lgsmlogdir}/${servicename}-alert.log"
gmodserver,Parameter,ansi,"on"
gmodserver,Parameter,appid,"4020"
gmodserver,Parameter,backupdir,"${rootdir}/backups"
gmodserver,Parameter,branch,""
gmodserver,Parameter,channeltag,""
gmodserver,Parameter,clientport,"27005"
gmodserver,Parameter,consolelog,"${consolelogdir}/${servicename}-console.log"
gmodserver,Parameter,consolelogdate,"${consolelogdir}/${servicename}-console-$(date '+%Y-%m-%d-%H:%M:%S').log"
gmodserver,Parameter,consolelogdir,"${logdir}/console"
gmodserver,Parameter,consolelogging,"on"
gmodserver,Parameter,curlcustomstring,""
gmodserver,Parameter,customparms,"-disableluarefresh"
gmodserver,Parameter,defaultmap,"gm_construct"
gmodserver,Parameter,discordalert,"off"
gmodserver,Parameter,discordwebhook,"webhook"
gmodserver,Parameter,displayip,""
gmodserver,Parameter,emailalert,"off"
gmodserver,Parameter,email,"email@example.com"
gmodserver,Parameter,emailfrom,""
gmodserver,Parameter,engine,"source"
gmodserver,Parameter,executabledir,"${serverfiles}"
gmodserver,Parameter,executable,"./srcds_run"
gmodserver,Parameter,gamelogdir,"${systemdir}/logs"
gmodserver,Parameter,gamemode,"sandbox"
gmodserver,Parameter,gamename,"Garry's Mod"
gmodserver,Parameter,glibc,"2.15"
gmodserver,Parameter,gslt,""
gmodserver,Parameter,iftttalert,"off"
gmodserver,Parameter,iftttevent,"linuxgsm_alert"
gmodserver,Parameter,ifttttoken,"accesstoken"
gmodserver,Parameter,ip,"0.0.0.0"
gmodserver,Parameter,lgsmlogdate,"${lgsmlogdir}/${servicename}-script-$(date '+%Y-%m-%d-%H:%M:%S').log"
gmodserver,Parameter,lgsmlogdir,"${logdir}/script"
gmodserver,Parameter,lgsmlog,"${lgsmlogdir}/${servicename}-script.log"
gmodserver,Parameter,logdays,"7"
gmodserver,Parameter,logdir,"${rootdir}/log"
gmodserver,Parameter,mailgunalert,"off"
gmodserver,Parameter,mailgundomain,"example.com"
gmodserver,Parameter,mailgunemail,"email@myemail.com"
gmodserver,Parameter,mailgunemailfrom,"alert@example.com"
gmodserver,Parameter,mailguntoken,"accesstoken"
gmodserver,Parameter,maxbackupdays,"30"
gmodserver,Parameter,maxbackups,"4"
gmodserver,Parameter,maxplayers,"16"
gmodserver,Parameter,parms,"-game garrysmod -strictportbind -ip ${ip} -port ${port} -tickrate ${tickrate} +host_workshop_collection ${wscollectionid} -authkey ${wsapikey} +clientport ${clientport} +tv_port ${sourcetvport} +gamemode ${gamemode} +map ${defaultmap} +sv_setsteamaccount ${gslt} +servercfgfile ${servercfg} -maxplayers ${maxplayers} ${customparms}"
gmodserver,Parameter,port,"27015"
gmodserver,Parameter,postalert,"off"
gmodserver,Parameter,postdays,"7"
gmodserver,Parameter,postdetailslog,"${lgsmlogdir}/${servicename}-postdetails.log"
gmodserver,Parameter,posttarget,"https://hastebin.com"
gmodserver,Parameter,pushbulletalert,"off"
gmodserver,Parameter,pushbullettoken,"accesstoken"
gmodserver,Parameter,pushoveralert,"off"
gmodserver,Parameter,pushovertoken,"accesstoken"
gmodserver,Parameter,querydelay,"5"
gmodserver,Parameter,servercfgdefault,"server.cfg"
gmodserver,Parameter,servercfgdir,"${systemdir}/cfg"
gmodserver,Parameter,servercfgfullpath,"${servercfgdir}/${servercfg}"
gmodserver,Parameter,servercfg,"${servicename}.cfg"
gmodserver,Parameter,sleeptime,"0.5"
gmodserver,Parameter,sourcetvport,"27020"
gmodserver,Parameter,steammaster,"true"
gmodserver,Parameter,stoponbackup,"on"
gmodserver,Parameter,systemdir,"${serverfiles}/garrysmod"
gmodserver,Parameter,telegramalert,"off"
gmodserver,Parameter,telegramchatid,""
gmodserver,Parameter,telegramtoken,"accesstoken"
gmodserver,Parameter,tickrate,"66"
gmodserver,Parameter,updateonstart,"off"
gmodserver,Parameter,wsapikey,""
gmodserver,Parameter,wscollectionid,""
hl2dmserver,Function,fn_parms,
hl2dmserver,Parameter,alertlog,"${lgsmlogdir}/${servicename}-alert.log"
hl2dmserver,Parameter,ansi,"on"
hl2dmserver,Parameter,appid,"232370"
hl2dmserver,Parameter,backupdir,"${rootdir}/backups"
hl2dmserver,Parameter,branch,""
hl2dmserver,Parameter,channeltag,""
hl2dmserver,Parameter,clientport,"27005"
hl2dmserver,Parameter,consolelog,"${consolelogdir}/${servicename}-console.log"
hl2dmserver,Parameter,consolelogdate,"${consolelogdir}/${servicename}-console-$(date '+%Y-%m-%d-%H:%M:%S').log"
hl2dmserver,Parameter,consolelogdir,"${logdir}/console"
hl2dmserver,Parameter,consolelogging,"on"
hl2dmserver,Parameter,curlcustomstring,""
hl2dmserver,Parameter,defaultmap,"dm_lockdown"
hl2dmserver,Parameter,discordalert,"off"
hl2dmserver,Parameter,discordwebhook,"webhook"
hl2dmserver,Parameter,displayip,""
hl2dmserver,Parameter,emailalert,"off"
hl2dmserver,Parameter,email,"email@example.com"
hl2dmserver,Parameter,emailfrom,""
hl2dmserver,Parameter,engine,"source"
hl2dmserver,Parameter,executabledir,"${serverfiles}"
hl2dmserver,Parameter,executable,"./srcds_run"
hl2dmserver,Parameter,gamelogdir,"${systemdir}/logs"
hl2dmserver,Parameter,gamename,"Half Life 2: Deathmatch"
hl2dmserver,Parameter,glibc,"2.3.6"
hl2dmserver,Parameter,iftttalert,"off"
hl2dmserver,Parameter,iftttevent,"linuxgsm_alert"
hl2dmserver,Parameter,ifttttoken,"accesstoken"
hl2dmserver,Parameter,ip,"0.0.0.0"
hl2dmserver,Parameter,lgsmlogdate,"${lgsmlogdir}/${servicename}-script-$(date '+%Y-%m-%d-%H:%M:%S').log"
hl2dmserver,Parameter,lgsmlogdir,"${logdir}/script"
hl2dmserver,Parameter,lgsmlog,"${lgsmlogdir}/${servicename}-script.log"
hl2dmserver,Parameter,logdays,"7"
hl2dmserver,Parameter,logdir,"${rootdir}/log"
hl2dmserver,Parameter,mailgunalert,"off"
hl2dmserver,Parameter,mailgundomain,"example.com"
hl2dmserver,Parameter,mailgunemail,"email@myemail.com"
hl2dmserver,Parameter,mailgunemailfrom,"alert@example.com"
hl2dmserver,Parameter,mailguntoken,"accesstoken"
hl2dmserver,Parameter,maxbackupdays,"30"
hl2dmserver,Parameter,maxbackups,"4"
hl2dmserver,Parameter,maxplayers,"16"
hl2dmserver,Parameter,parms,"-game hl2mp -strictportbind -ip ${ip} -port ${port} +clientport ${clientport} +tv_port ${sourcetvport} +map ${defaultmap} +servercfgfile ${servercfg} -maxplayers ${maxplayers}"
hl2dmserver,Parameter,port,"27015"
hl2dmserver,Parameter,postalert,"off"
hl2dmserver,Parameter,postdays,"7"
hl2dmserver,Parameter,postdetailslog,"${lgsmlogdir}/${servicename}-postdetails.log"
hl2dmserver,Parameter,posttarget,"https://hastebin.com"
hl2dmserver,Parameter,pushbulletalert,"off"
hl2dmserver,Parameter,pushbullettoken,"accesstoken"
hl2dmserver,Parameter,pushoveralert,"off"
hl2dmserver,Parameter,pushovertoken,"accesstoken"
hl2dmserver,Parameter,querydelay,"1"
hl2dmserver,Parameter,servercfgdefault,"server.cfg"
hl2dmserver,Parameter,servercfgdir,"${systemdir}/cfg"
hl2dmserver,Parameter,servercfgfullpath,"${servercfgdir}/${servercfg}"
hl2dmserver,Parameter,servercfg,"${servicename}.cfg"
hl2dmserver,Parameter,sleeptime,"0.5"
hl2dmserver,Parameter,sourcetvport,"27020"
hl2dmserver,Parameter,steammaster,"true"
hl2dmserver,Parameter,stoponbackup,"on"
hl2dmserver,Parameter,systemdir,"${serverfiles}/hl2mp"
hl2dmserver,Parameter,telegramalert,"off"
hl2dmserver,Parameter,telegramchatid,""
hl2dmserver,Parameter,telegramtoken,"accesstoken"
hl2dmserver,Parameter,updateonstart,"off"
hldmserver,Function,fn_parms,
hldmserver,Parameter,alertlog,"${lgsmlogdir}/${servicename}-alert.log"
hldmserver,Parameter,ansi,"on"
hldmserver,Parameter,appid,"90"
hldmserver,Parameter,backupdir,"${rootdir}/backups"
hldmserver,Parameter,branch,""
hldmserver,Parameter,channeltag,""
hldmserver,Parameter,clientport,"27005"
hldmserver,Parameter,consolelog,"${consolelogdir}/${servicename}-console.log"
hldmserver,Parameter,consolelogdate,"${consolelogdir}/${servicename}-console-$(date '+%Y-%m-%d-%H:%M:%S').log"
hldmserver,Parameter,consolelogdir,"${logdir}/console"
hldmserver,Parameter,consolelogging,"on"
hldmserver,Parameter,curlcustomstring,""
hldmserver,Parameter,defaultmap,"crossfire"
hldmserver,Parameter,discordalert,"off"
hldmserver,Parameter,discordwebhook,"webhook"
hldmserver,Parameter,displayip,""
hldmserver,Parameter,emailalert,"off"
hldmserver,Parameter,email,"email@example.com"
hldmserver,Parameter,emailfrom,""
hldmserver,Parameter,engine,"goldsource"
hldmserver,Parameter,executabledir,"${serverfiles}"
hldmserver,Parameter,executable,"./hlds_run"
hldmserver,Parameter,gamelogdir,"${systemdir}/logs"
hldmserver,Parameter,gamename,"Half Life: Deathmatch"
hldmserver,Parameter,glibc,"2.3.4"
hldmserver,Parameter,iftttalert,"off"
hldmserver,Parameter,iftttevent,"linuxgsm_alert"
hldmserver,Parameter,ifttttoken,"accesstoken"
hldmserver,Parameter,ip,"0.0.0.0"
hldmserver,Parameter,lgsmlogdate,"${lgsmlogdir}/${servicename}-script-$(date '+%Y-%m-%d-%H:%M:%S').log"
hldmserver,Parameter,lgsmlogdir,"${logdir}/script"
hldmserver,Parameter,lgsmlog,"${lgsmlogdir}/${servicename}-script.log"
hldmserver,Parameter,logdays,"7"
hldmserver,Parameter,logdir,"${rootdir}/log"
hldmserver,Parameter,mailgunalert,"off"
hldmserver,Parameter,mailgundomain,"example.com"
hldmserver,Parameter,mailgunemail,"email@myemail.com"
hldmserver,Parameter,mailgunemailfrom,"alert@example.com"
hldmserver,Parameter,mailguntoken,"accesstoken"
hldmserver,Parameter,maxbackupdays,"30"
hldmserver,Parameter,maxbackups,"4"
hldmserver,Parameter,maxplayers,"16"
hldmserver,Parameter,parms,"-game valve -strictportbind +ip ${ip} -port ${port} +clientport ${clientport} +map ${defaultmap} +servercfgfile ${servercfg} -maxplayers ${maxplayers}"
hldmserver,Parameter,port,"27015"
hldmserver,Parameter,postalert,"off"
hldmserver,Parameter,postdays,"7"
hldmserver,Parameter,postdetailslog,"${lgsmlogdir}/${servicename}-postdetails.log"
hldmserver,Parameter,posttarget,"https://hastebin.com"
hldmserver,Parameter,pushbulletalert,"off"
hldmserver,Parameter,pushbullettoken,"accesstoken"
hldmserver,Parameter,pushoveralert,"off"
hldmserver,Parameter,pushovertoken,"accesstoken"
hldmserver,Parameter,querydelay,"1"
hldmserver,Parameter,servercfgdefault,"server.cfg"
hldmserver,Parameter,servercfgdir,"${systemdir}"
hldmserver,Parameter,servercfgfullpath,"${servercfgdir}/${servercfg}"
hldmserver,Parameter,servercfg,"${servicename}.cfg"
hldmserver,Parameter,sleeptime,"0.5"
hldmserver,Parameter,steammaster,"true"
hldmserver,Parameter,stoponbackup,"on"
hldmserver,Parameter,systemdir,"${serverfiles}/valve"
hldmserver,Parameter,telegramalert,"off"
hldmserver,Parameter,telegramchatid,""
hldmserver,Parameter,telegramtoken,"accesstoken"
hldmserver,Parameter,updateonstart,"off"
hldmsserver,Function,fn_parms,
hldmsserver,Parameter,alertlog,"${lgsmlogdir}/${servicename}-alert.log"
hldmsserver,Parameter,ansi,"on"
hldmsserver,Parameter,appid,"255470"
hldmsserver,Parameter,backupdir,"${rootdir}/backups"
hldmsserver,Parameter,branch,""
hldmsserver,Parameter,channeltag,""
hldmsserver,Parameter,clientport,"27005"
hldmsserver,Parameter,consolelog,"${consolelogdir}/${servicename}-console.log"
hldmsserver,Parameter,consolelogdate,"${consolelogdir}/${servicename}-console-$(date '+%Y-%m-%d-%H:%M:%S').log"
hldmsserver,Parameter,consolelogdir,"${logdir}/console"
hldmsserver,Parameter,consolelogging,"on"
hldmsserver,Parameter,curlcustomstring,""
hldmsserver,Parameter,defaultmap,"crossfire"
hldmsserver,Parameter,discordalert,"off"
hldmsserver,Parameter,discordwebhook,"webhook"
hldmsserver,Parameter,displayip,""
hldmsserver,Parameter,emailalert,"off"
hldmsserver,Parameter,email,"email@example.com"
hldmsserver,Parameter,emailfrom,""
hldmsserver,Parameter,engine,"source"
hldmsserver,Parameter,executabledir,"${serverfiles}"
hldmsserver,Parameter,executable,"./srcds_run"
hldmsserver,Parameter,gamelogdir,"${systemdir}/logs"
hldmsserver,Parameter,gamename,"Half-Life Deathmatch: Source"
hldmsserver,Parameter,glibc,"2.3.6"
hldmsserver,Parameter,iftttalert,"off"
hldmsserver,Parameter,iftttevent,"linuxgsm_alert"
hldmsserver,Parameter,ifttttoken,"accesstoken"
hldmsserver,Parameter,ip,"0.0.0.0"
hldmsserver,Parameter,lgsmlogdate,"${lgsmlogdir}/${servicename}-script-$(date '+%Y-%m-%d-%H:%M:%S').log"
hldmsserver,Parameter,lgsmlogdir,"${logdir}/script"
hldmsserver,Parameter,lgsmlog,"${lgsmlogdir}/${servicename}-script.log"
hldmsserver,Parameter,logdays,"7"
hldmsserver,Parameter,logdir,"${rootdir}/log"
hldmsserver,Parameter,mailgunalert,"off"
hldmsserver,Parameter,mailgundomain,"example.com"
hldmsserver,Parameter,mailgunemail,"email@myemail.com"
hldmsserver,Parameter,mailgunemailfrom,"alert@example.com"
hldmsserver,Parameter,mailguntoken,"accesstoken"
hldmsserver,Parameter,maxbackupdays,"30"
hldmsserver,Parameter,maxbackups,"4"
hldmsserver,Parameter,maxplayers,"16"
hldmsserver,Parameter,parms,"-game hl1mp -strictportbind -ip ${ip} -port ${port} +clientport ${clientport} +tv_port ${sourcetvport} +map ${defaultmap} +servercfgfile ${servercfg} -maxplayers ${maxplayers}"
hldmsserver,Parameter,port,"27015"
hldmsserver,Parameter,postalert,"off"
hldmsserver,Parameter,postdays,"7"
hldmsserver,Parameter,postdetailslog,"${lgsmlogdir}/${servicename}-postdetails.log"
hldmsserver,Parameter,posttarget,"https://hastebin.com"
hldmsserver,Parameter,pushbulletalert,"off"
hldmsserver,Parameter,pushbullettoken,"accesstoken"
hldmsserver,Parameter,pushoveralert,"off"
hldmsserver,Parameter,pushovertoken,"accesstoken"
hldmsserver,Parameter,querydelay,"1"
hldmsserver,Parameter,servercfgdefault,"server.cfg"
hldmsserver,Parameter,servercfgdir,"${systemdir}/cfg"
hldmsserver,Parameter,servercfgfullpath,"${servercfgdir}/${servercfg}"
hldmsserver,Parameter,servercfg,"${servicename}.cfg"
hldmsserver,Parameter,sleeptime,"0.5"
hldmsserver,Parameter,sourcetvport,"27020"
hldmsserver,Parameter,steammaster,"true"
hldmsserver,Parameter,stoponbackup,"on"
hldmsserver,Parameter,systemdir,"${serverfiles}/hl1mp"
hldmsserver,Parameter,telegramalert,"off"
hldmsserver,Parameter,telegramchatid,""
hldmsserver,Parameter,telegramtoken,"accesstoken"
hldmsserver,Parameter,updateonstart,"off"
hwserver,Function,fn_parms,
hwserver,Parameter,admins,""
hwserver,Parameter,alertlog,"${lgsmlogdir}/${servicename}-alert.log"
hwserver,Parameter,ansi,"on"
hwserver,Parameter,appid,"405100"
hwserver,Parameter,backupdir,"${rootdir}/backups"
hwserver,Parameter,branch,""
hwserver,Parameter,channeltag,""
hwserver,Parameter,consolelog,"${consolelogdir}/${servicename}-console.log"
hwserver,Parameter,consolelogdate,"${consolelogdir}/${servicename}-console-$(date '+%Y-%m-%d-%H:%M:%S').log"
hwserver,Parameter,consolelogdir,"${logdir}/console"
hwserver,Parameter,consolelogging,"on"
hwserver,Parameter,creativemode,"""0"" "
hwserver,Parameter,curlcustomstring,""
hwserver,Parameter,defaultmap,""""" "
hwserver,Parameter,discordalert,"off"
hwserver,Parameter,discordwebhook,"webhook"
hwserver,Parameter,displayip,""
hwserver,Parameter,emailalert,"off"
hwserver,Parameter,email,"email@example.com"
hwserver,Parameter,emailfrom,""
hwserver,Parameter,engine,"unity3d"
hwserver,Parameter,executable,"$([ ""$(uname -m)"" == ""x86_64"" ] && echo ""./Hurtworld.x86_64"" || echo ""./Hurtworld.x86"")"
hwserver,Parameter,executabledir,"${serverfiles}"
hwserver,Parameter,gamelogdate,"${gamelogdir}/${servicename}-game-$(date '+%Y-%m-%d-%H:%M:%S').log"
hwserver,Parameter,gamelogdir,"${logdir}/server"
hwserver,Parameter,gamelog,"${gamelogdir}/${servicename}-game.log"
hwserver,Parameter,gamename,"Hurtworld"
hwserver,Parameter,glibc,"2.15"
hwserver,Parameter,iftttalert,"off"
hwserver,Parameter,iftttevent,"linuxgsm_alert"
hwserver,Parameter,ifttttoken,"accesstoken"
hwserver,Parameter,ip,"0.0.0.0"
hwserver,Parameter,lgsmlogdate,"${lgsmlogdir}/${servicename}-script-$(date '+%Y-%m-%d-%H:%M:%S').log"
hwserver,Parameter,lgsmlogdir,"${logdir}/script"
hwserver,Parameter,lgsmlog,"${lgsmlogdir}/${servicename}-script.log"
hwserver,Parameter,loadsave,""
hwserver,Parameter,logdays,"7"
hwserver,Parameter,logdir,"${rootdir}/log"
hwserver,Parameter,mailgunalert,"off"
hwserver,Parameter,mailgundomain,"example.com"
hwserver,Parameter,mailgunemail,"email@myemail.com"
hwserver,Parameter,mailgunemailfrom,"alert@example.com"
hwserver,Parameter,mailguntoken,"accesstoken"
hwserver,Parameter,maxbackupdays,"30"
hwserver,Parameter,maxbackups,"4"
hwserver,Parameter,maxplayers,"20"
hwserver,Parameter,parms,"-batchmode -nographics -exec \""host ${port} ${defaultmap} ${loadsave};queryport ${queryport};maxplayers ${maxplayers};servername ${servername};creativemode ${creativemode};${admins}\"" -logfile \""${gamelog}\"" "
hwserver,Parameter,port,"12871"
hwserver,Parameter,postalert,"off"
hwserver,Parameter,postdays,"7"
hwserver,Parameter,postdetailslog,"${lgsmlogdir}/${servicename}-postdetails.log"
hwserver,Parameter,posttarget,"https://hastebin.com"
hwserver,Parameter,pushbulletalert,"off"
hwserver,Parameter,pushbullettoken,"accesstoken"
hwserver,Parameter,pushoveralert,"off"
hwserver,Parameter,pushovertoken,"accesstoken"
hwserver,Parameter,querydelay,"1"
hwserver,Parameter,queryport,"12881"
hwserver,Parameter,servername,"LinuxGSM Server"
hwserver,Parameter,sleeptime,"0.5"
hwserver,Parameter,steammaster,"false"
hwserver,Parameter,stoponbackup,"on"
hwserver,Parameter,systemdir,"${serverfiles}"
hwserver,Parameter,telegramalert,"off"
hwserver,Parameter,telegramchatid,""
hwserver,Parameter,telegramtoken,"accesstoken"
hwserver,Parameter,updateonstart,"off"
insserver,Function,fn_parms,
insserver,Parameter,alertlog,"${lgsmlogdir}/${servicename}-alert.log"
insserver,Parameter,ansi,"on"
insserver,Parameter,appid,"237410"
insserver,Parameter,backupdir,"${rootdir}/backups"
insserver,Parameter,branch,""
insserver,Parameter,channeltag,""
insserver,Parameter,clientport,"27005"
insserver,Parameter,consolelog,"${consolelogdir}/${servicename}-console.log"
insserver,Parameter,consolelogdate,"${consolelogdir}/${servicename}-console-$(date '+%Y-%m-%d-%H:%M:%S').log"
insserver,Parameter,consolelogdir,"${logdir}/console"
insserver,Parameter,consolelogging,"on"
insserver,Parameter,curlcustomstring,""
insserver,Parameter,defaultmap,"ministry"
insserver,Parameter,discordalert,"off"
